Rate: 1000 Hz
      Fx,        Fy,        Fz,        Mx,        My,        Mz
       N,         N,         N,       N-m,       N-m,       N-m
-0.26664, -3.00826, 687.94814, 17.60415, -2.73558, -0.80539
 0.17776, -2.83130, 685.83889, 17.56494, -2.53735, -0.77037
 0.17776, -2.83130, 687.59658, 17.40811, -2.57700, -0.87543
-0.26664, -2.83130, 687.59658, 17.32970, -2.49771, -0.87543
-0.08888, -2.91978, 687.24502, 17.32970, -2.41842, -0.84041
-0.26664, -2.65434, 687.24502, 17.60415, -2.37877, -0.78788
-0.08888, -3.00826, 687.59658, 17.32970, -2.29948, -0.85792
-0.44439, -2.91978, 686.89357, 17.44732, -2.49771, -0.89293
-0.35551, -2.65434, 686.89357, 17.36890, -2.18054, -0.89293
 0.35551, -2.47739, 686.54201, 17.17287, -2.22018, -0.87543
-0.08888, -2.65434, 687.94814, 17.29049, -2.41842, -0.92795
-0.35551, -2.56586, 687.59658, 17.21207, -2.33912, -0.96297
-0.44439, -2.83130, 688.29970, 17.21207, -2.18054, -0.84041
-0.53327, -2.91978, 686.89357, 17.21207, -2.18054, -0.85792
-0.08888, -2.56586, 687.24502, 17.21207, -2.22018, -0.85792
-0.44439, -2.74282, 686.54201, 17.17287, -2.10125, -0.99798
-0.26664, -2.56586, 686.89357, 17.09445, -2.10125, -0.85792
-0.44439, -2.91978, 688.29970, 17.09445, -2.06160, -0.91044
-0.79991, -2.38891, 687.24502, 17.05525, -2.02195, -0.87543
-0.53327, -2.38891, 688.29970, 17.09445, -1.90302, -0.92795
-0.44439, -2.56586, 686.19045, 16.82000, -1.70478, -0.91044
-0.62215, -2.47739, 685.48745, 17.01604, -1.86337, -0.92795
-0.88879, -2.56586, 686.89357, 17.13366, -1.86337, -0.87543
-0.79991, -2.38891, 687.24502, 16.70238, -1.94266, -0.92795
-0.79991, -2.91978, 687.24502, 16.62396, -1.90302, -0.96297
-0.62215, -2.74282, 687.59658, 16.97683, -1.66514, -0.91044
-0.79991, -2.83130, 687.59658, 16.78079, -1.82372, -0.96297
-0.97766, -2.74282, 687.94814, 16.78079, -1.70478, -0.89293
-0.97766, -2.83130, 687.59658, 16.82000, -1.82372, -0.96297
-1.06654, -2.91978, 687.59658, 16.66317, -1.86337, -0.84041
-0.71103, -3.09673, 687.59658, 16.50634, -1.78408, -0.91044
-1.33318, -2.65434, 687.94814, 16.66317, -1.54620, -0.87543
-1.06654, -2.91978, 689.70583, 16.50634, -1.50655, -0.94546
-1.06654, -2.83130, 686.54201, 16.66317, -1.46691, -0.94546
-0.97766, -2.83130, 687.94814, 16.62396, -1.50655, -0.84041
-0.88879, -2.83130, 687.94814, 16.66317, -1.46691, -0.96297
-0.97766, -3.00826, 688.65114, 16.58476, -1.30832, -0.84041
-0.97766, -2.56586, 690.05727, 16.54555, -1.46691, -0.87543
-1.24430, -2.91978, 685.83889, 16.38872, -1.18938, -0.80539
-1.15542, -3.09673, 689.00271, 16.27110, -1.22903, -0.84041
-0.97766, -2.74282, 687.59658, 16.38872, -1.30832, -0.87543
-1.51094, -2.65434, 687.24502, 16.50634, -1.38762, -0.82290
-1.33318, -3.00826, 686.19045, 16.27110, -1.14974, -0.82290
-0.97766, -3.18521, 686.89357, 16.27110, -1.22903, -0.80539
-1.33318, -3.62760, 687.59658, 16.27110, -1.22903, -0.82290
-1.24430, -3.27369, 687.59658, 16.19268, -1.26868, -0.75287
-1.24430, -3.18521, 688.29970, 16.07506, -1.11009, -0.75287
-1.24430, -3.36217, 687.59658, 16.03585, -1.03080, -0.80539
-1.42206, -3.18521, 688.65114, 16.11427, -1.11009, -0.85792
-1.59982, -3.36217, 687.94814, 16.03585, -0.83257, -0.84041
-1.24430, -3.36217, 689.00271, 16.15347, -0.75328, -0.78788
-1.33318, -3.53912, 688.65114, 16.03585, -0.99115, -0.84041
-0.97766, -3.27369, 687.59658, 15.87902, -0.91186, -0.82290
-1.51094, -3.62760, 687.59658, 16.19268, -0.63434, -0.78788
-1.15542, -3.27369, 689.00271, 15.99664, -0.83257, -0.70034
-1.33318, -3.62760, 687.94814, 15.95744, -0.91186, -0.84041
-1.15542, -3.62760, 686.89357, 15.83981, -0.63434, -0.84041
-1.06654, -3.80456, 687.59658, 15.80061, -0.75328, -0.80539
-1.06654, -3.62760, 687.59658, 15.87902, -0.71363, -0.78788
-1.15542, -3.27369, 687.94814, 15.80061, -0.67398, -0.82290
-1.15542, -3.71608, 689.00271, 15.80061, -0.75328, -0.82290
-1.33318, -3.71608, 687.94814, 15.72219, -0.55505, -0.89293
-0.97766, -3.71608, 688.65114, 15.91823, -0.47575, -0.89293
-1.15542, -4.06999, 689.00271, 15.80061, -0.59469, -0.78788
-1.06654, -3.71608, 687.24502, 15.72219, -0.31717, -0.91044
-1.59982, -3.98151, 687.94814, 15.68298, -0.31717, -0.89293
-1.59982, -4.15847, 689.70583, 15.48695, -0.39646, -0.80539
-1.42206, -3.89304, 688.29970, 15.64378, -0.23788, -0.85792
-1.68869, -4.33543, 689.00271, 15.48695, -0.27752, -0.82290
-1.42206, -4.06999, 688.65114, 15.52615, -0.27752, -0.80539
-1.06654, -4.51238, 690.40883, 15.48695, -0.11894, -0.85792
-1.42206, -4.24695, 688.29970, 15.48695, -0.07929, -0.80539
-1.24430, -4.15847, 688.65114, 15.60457, -0.11894, -0.85792
-1.33318, -4.51238, 690.05727, 15.56536, -0.03965, -0.84041
-1.42206, -4.24695, 689.00271, 15.40853, -0.03965, -0.84041
-1.33318, -4.68934, 689.00271, 15.36932,  0.19823, -0.84041
-1.42206, -4.77782, 689.35427, 15.25170,  0.23788, -0.80539
-1.86645, -4.77782, 689.70583, 15.25170,  0.03965, -0.82290
-1.51094, -4.33543, 690.05727, 15.40853,  0.19823, -0.92795
-1.77757, -4.60086, 689.35427, 15.33012,  0.23788, -0.82290
-1.86645, -4.95477, 688.65114, 15.29091,  0.43611, -0.92795
-1.59982, -4.51238, 690.40883, 15.13408,  0.43611, -0.85792
-2.13309, -4.51238, 688.65114, 15.13408,  0.59469, -0.82290
-1.77757, -4.42390, 689.00271, 15.09487,  0.55505, -0.82290
-2.04421, -4.77782, 690.76040, 15.09487,  0.39646, -0.78788
